;antecedents;consequents;antecedent support;consequent support;support;confidence;lift;leverage;conviction;zhangs_metric
124;frozenset({'system design'});frozenset({'word processor documents'});0,502;0,851;0,502;1,0;1,1750881316098707;0,07479800000000003;inf;0,2991967871485945
191;frozenset({'authoring'});frozenset({'word'});0,438;0,835;0,438;1,0;1,1976047904191618;0,07227;inf;0,29359430604982206
120;frozenset({'product support'});frozenset({'vampzero element'});0,507;0,633;0,507;1,0;1,5797788309636651;0,18606899999999998;inf;0,7444219066937119
41;frozenset({'isight'});frozenset({'database'});0,623;0,634;0,623;1,0;1,5772870662460567;0,228018;inf;0,9708222811671088
190;frozenset({'authoring'});frozenset({'vampzero element'});0,438;0,633;0,438;1,0;1,5797788309636651;0,160746;inf;0,6530249110320284
9;frozenset({'data storage'});frozenset({'word processor documents'});0,741;0,851;0,74;0,9986504723346828;1,1735023176670774;0,10940899999999998;110,40899999999897;0,5708494208494207
38;frozenset({'vampzero element'});frozenset({'failure management'});0,633;0,752;0,632;0,9984202211690363;1,327686464320527;0,155984;156,9839999999947;0,6725071568999413
44;frozenset({'certification'});frozenset({'word processor documents'});0,623;0,851;0,622;0,9983948635634029;1,173201954833611;0,09182699999999999;92,82700000000071;0,3915963734679778
142;frozenset({'wide body transports'});frozenset({'word processor documents'});0,484;0,851;0,483;0,9979338842975206;1,1726602635693544;0,07111600000000001;72,11599999999831;0,28534514581026216
194;frozenset({'authoring'});frozenset({'word processor documents'});0,438;0,851;0,436;0,9954337899543378;1,1697224323787754;0,06326199999999998;32,63099999999961;0,2581785236214045
42;frozenset({'database'});frozenset({'isight'});0,634;0,623;0,623;0,9826498422712934;1,5772870662460567;0,228018;21,728909090909088;1,0
173;frozenset({'semantic information transferring'});frozenset({'word processor documents'});0,469;0,851;0,45;0,9594882729211088;1,1274832819284475;0,050881000000000065;3,6779473684210613;0,2129357606193767
94;frozenset({'cloud visualization'});frozenset({'word processor documents'});0,558;0,851;0,535;0,9587813620071685;1,1266525993033707;0,06014199999999997;3,6148695652173917;0,25433247346386423
102;frozenset({'mdao'});frozenset({'word processor documents'});0,546;0,851;0,519;0,9505494505494505;1,116979377848943;0,05435400000000001;3,0131111111111086;0,2306791270912379
167;frozenset({'wide body transports'});frozenset({'word'});0,484;0,835;0,458;0,9462809917355373;1,1332706487850746;0,053860000000000074;3,071538461538466;0,22790359161842894
180;frozenset({'ontology modeling'});frozenset({'word processor documents'});0,472;0,851;0,444;0,940677966101695;1,105379513633014;0,04232800000000003;2,5117142857142882;0,1805555555555557
133;frozenset({'knowledge systematisation'});frozenset({'word processor documents'});0,521;0,851;0,49;0,9404990403071016;1,1051692600553487;0,046628999999999976;2,504161290322577;0,19866643943589954
149;frozenset({'product support'});frozenset({'word processor documents'});0,507;0,851;0,476;0,9388560157790926;1,1032385614325413;0,044543;2,4368709677419322;0,1898128419724888
186;frozenset({'semantic information transferring'});frozenset({'multiwordnet'});0,469;0,87;0,44;0,9381663113006398;1,0783520819547583;0,031970000000000054;2,102413793103452;0,13683444615648027
153;frozenset({'product support'});frozenset({'multiwordnet'});0,507;0,87;0,474;0,9349112426035502;1,0746106236822417;0,032909999999999995;1,997272727272724;0,14083241327958507
85;frozenset({'physical sensing'});frozenset({'multiwordnet'});0,58;0,87;0,542;0,9344827586206897;1,0741181133571147;0,0374000000000001;1,9842105263157923;0,16429450008785842
214;frozenset({'training'});frozenset({'multiwordnet'});0,44;0,87;0,41;0,9318181818181818;1,0710553814002088;0,027200000000000002;1,9066666666666654;0,11846689895470384
218;frozenset({'sysml model'});frozenset({'multiwordnet'});0,435;0,87;0,405;0,9310344827586208;1,0701545778834722;0,026550000000000018;1,8850000000000025;0,11602753195673557
55;frozenset({'vampzero element'});frozenset({'data storage'});0,633;0,741;0,589;0,9304897314375987;1,2557216348685543;0,11994699999999997;3,726068181818181;0,5548914476575546
160;frozenset({'system design'});frozenset({'word'});0,502;0,835;0,467;0,9302788844621515;1,1141064484576664;0,04783000000000004;2,366571428571431;0,2056620486227567
217;frozenset({'authoring'});frozenset({'multiwordnet'});0,438;0,87;0,407;0,9292237442922374;1,0680732693014223;0,025939999999999963;1,8367741935483866;0,1134068393854869
56;frozenset({'vampzero element'});frozenset({'word processor documents'});0,633;0,851;0,588;0,928909952606635;1,0915510606423444;0,049316999999999944;2,0959333333333316;0,22853528332313827
58;frozenset({'tr'});frozenset({'multiwordnet'});0,631;0,87;0,586;0,9286846275752773;1,0674535949141117;0,03703000000000001;1,8228888888888868;0,17124966471507724
188;frozenset({'ontology modeling'});frozenset({'word'});0,472;0,835;0,438;0,9279661016949153;1,1113366487364256;0,04388000000000003;2,2905882352941207;0,1897398643973988
125;frozenset({'modelcenter'});frozenset({'multiwordnet'});0,541;0,87;0,502;0,9279112754158965;1,0665646843860879;0,03132999999999997;1,8033333333333328;0,13597028009964487
200;frozenset({'design parts'});frozenset({'word'});0,459;0,835;0,425;0,9259259259259258;1,1088933244621866;0,04173499999999997;2,2274999999999974;0,18151571164510155
192;frozenset({'ontology modeling'});frozenset({'multiwordnet'});0,472;0,87;0,437;0,9258474576271187;1,064192480031171;0,02636000000000005;1,7531428571428593;0,11424311767561215
197;frozenset({'semantic information transferring'});frozenset({'word'});0,469;0,835;0,434;0,9253731343283582;1,1082312985968363;0,04238500000000006;2,2110000000000007;0,18391956746248733
164;frozenset({'system design'});frozenset({'multiwordnet'});0,502;0,87;0,464;0,9243027888446216;1,062416998671979;0,027260000000000006;1,7173684210526332;0,11797188755020083
127;frozenset({'modelcenter'});frozenset({'word processor documents'});0,541;0,851;0,499;0,9223659889094269;1,0838613265680692;0,038609000000000004;1,9192619047619026;0,16856807296510234
145;frozenset({'knowledge systematisation'});frozenset({'multiwordnet'});0,521;0,87;0,48;0,9213051823416506;1,0589714739559202;0,026729999999999976;1,6519512195121937;0,11625782881002078
29;frozenset({'interest profiling'});frozenset({'word processor documents'});0,704;0,851;0,647;0,9190340909090909;1,0799460527721398;0,04789600000000005;1,840280701754387;0,25009398888842493
97;frozenset({'activity profiling'});frozenset({'word processor documents'});0,572;0,851;0,525;0,9178321678321679;1,0785336872293396;0,038228000000000095;1,8133617021276618;0,17012906097018285
126;frozenset({'mdao'});frozenset({'multiwordnet'});0,546;0,87;0,501;0,9175824175824175;1,0546924340027788;0,025979999999999948;1,5773333333333326;0,11422089741222378
162;frozenset({'product support'});frozenset({'word'});0,507;0,835;0,465;0,9171597633136095;1,0983949261240833;0,04165500000000005;1,9917857142857152;0,1817051625989664
60;frozenset({'database'});frozenset({'multiwordnet'});0,634;0,87;0,581;0,916403785488959;1,0533376844700677;0,02942;1,5550943396226409;0,13835200285921204
95;frozenset({'physical sensing'});frozenset({'owl'});0,58;0,823;0,531;0,9155172413793105;1,1124146310805716;0,053660000000000097;2,0951020408163297;0,24060622365707152
203;frozenset({'design parts'});frozenset({'multiwordnet'});0,459;0,87;0,42;0,9150326797385621;1,051761700848922;0,020669999999999966;1,5299999999999996;0,09096910483232097
68;frozenset({'isight'});frozenset({'multiwordnet'});0,623;0,87;0,57;0,9149277688603531;1,0516411136325898;0,02798999999999996;1,5281132075471693;0,13025268742147128
32;frozenset({'interest profiling'});frozenset({'word'});0,704;0,835;0,644;0,9147727272727274;1,0955362003266198;0,0561600000000001;1,9360000000000035;0,2946113815679038
36;frozenset({'creation'});frozenset({'multiwordnet'});0,694;0,87;0,634;0,9135446685878963;1,0500513432044785;0,030220000000000025;1,5036666666666674;0,15576998412403878
183;frozenset({'wide body transports'});frozenset({'multiwordnet'});0,484;0,87;0,442;0,9132231404958678;1,0496817706849055;0,020919999999999994;1,4980952380952393;0,09172542004279348
62;frozenset({'vampzero element'});frozenset({'multiwordnet'});0,633;0,87;0,578;0,9131121642969984;1,0495542118356302;0,027289999999999925;1,4961818181818174;0,1286499533296245
28;frozenset({'inference'});frozenset({'multiwordnet'});0,71;0,87;0,648;0,9126760563380283;1,0490529383195728;0,030300000000000105;1,488709677419357;0,16123882503192902
115;frozenset({'cloud visualization'});frozenset({'multiwordnet'});0,558;0,87;0,509;0,9121863799283153;1,048490091871627;0,02353999999999995;1,4804081632653043;0,104632452950955
128;frozenset({'mdao'});frozenset({'word'});0,546;0,835;0,498;0,9120879120879121;1,0923208527998947;0,04208999999999996;1,876875;0,18616315482193074
70;frozenset({'isight'});frozenset({'word processor documents'});0,623;0,851;0,568;0,9117174959871588;1,0713484089155803;0,037826999999999944;1,6877636363636344;0,17664941906078355
185;frozenset({'wide body transports'});frozenset({'owl'});0,484;0,823;0,441;0,9111570247933884;1,1071166765411768;0,04266800000000004;1,9922790697674428;0,18750549315333384
169;frozenset({'system design'});frozenset({'material'});0,502;0,818;0,457;0,9103585657370519;1,1129077820746356;0,046364000000000016;2,0303111111111134;0,20372079126132545
96;frozenset({'physical sensing'});frozenset({'word processor documents'});0,58;0,851;0,528;0,910344827586207;1,069735402568986;0,03442000000000006;1,66192307692308;0,15521284271284297
30;frozenset({'inference'});frozenset({'word processor documents'});0,71;0,851;0,646;0,9098591549295776;1,0691646943943334;0,041790000000000105;1,6529687500000025;0,22307035336820805
65;frozenset({'tr'});frozenset({'word processor documents'});0,631;0,851;0,574;0,9096671949286845;1,06893912447554;0,03701899999999991;1,6494561403508756;0,17477786276120563
63;frozenset({'database'});frozenset({'word processor documents'});0,634;0,851;0,576;0,9085173501577286;1,067587955531996;0,036466;1,6287241379310329;0,1729754857316333
71;frozenset({'certification'});frozenset({'multiwordnet'});0,623;0,87;0,566;0,9085072231139646;1,0442611759930627;0,023989999999999956;1,4208771929824546;0,11242747748169929
24;frozenset({'data storage'});frozenset({'multiwordnet'});0,741;0,87;0,673;0,9082321187584346;1,0439449640901546;0,028330000000000077;1,4166176470588239;0,1625293304342343
6;frozenset({'owl'});frozenset({'multiwordnet'});0,823;0,87;0,747;0,9076549210206561;1,0432815184145472;0,030990000000000073;1,4077631578947372;0,23438386313616097
103;frozenset({'activity profiling'});frozenset({'multiwordnet'});0,572;0,87;0,519;0,9073426573426574;1,0429225946467326;0,021360000000000046;1,4030188679245292;0,09615904057047181
155;frozenset({'knowledge systematisation'});frozenset({'word'});0,521;0,835;0,472;0,9059500959692898;1,0849701748135208;0,03696499999999997;1,7543877551020401;0,1634982838540744
92;frozenset({'analysis'});frozenset({'multiwordnet'});0,592;0,87;0,536;0,9054054054054055;1,0406958682820753;0,02096000000000009;1,3742857142857154;0,0958443078724031
67;frozenset({'bom'});frozenset({'multiwordnet'});0,631;0,87;0,571;0,9049128367670364;1,0401296974333751;0,022029999999999994;1,3671666666666658;0,10455673733619997
10;frozenset({'material'});frozenset({'multiwordnet'});0,818;0,87;0,74;0,9046454767726162;1,0398223870949612;0,028340000000000032;1,3633333333333342;0,2104247104247106
209;frozenset({'design parts'});frozenset({'owl'});0,459;0,823;0,415;0,9041394335511982;1,098589834205587;0,03724299999999997;1,8464318181818173;0,1658820123377056
106;frozenset({'activity profiling'});frozenset({'word'});0,572;0,835;0,517;0,903846153846154;1,0824504836480886;0,03938000000000008;1,7160000000000024;0,17796778683634953
77;frozenset({'certification'});frozenset({'word'});0,623;0,835;0,563;0,9036918138041733;1,082265645274459;0,042794999999999916;1,7132499999999993;0,20162449175740008
26;frozenset({'data storage'});frozenset({'word'});0,741;0,835;0,669;0,9028340080971661;1,0812383330504984;0,050265000000000115;1,6981250000000019;0,2900947071350665
199;frozenset({'ontology modeling'});frozenset({'owl'});0,472;0,823;0,426;0,902542372881356;1,0966492987622796;0,03754400000000002;1,8161739130434795;0,16691563522549446
132;frozenset({'xml'});frozenset({'word'});0,545;0,835;0,491;0,9009174311926604;1,0789430313684556;0,035924999999999985;1,665277777777776;0,16080660683512002
3;frozenset({'word'});frozenset({'word processor documents'});0,835;0,851;0,752;0,9005988023952096;1,058282964036674;0,04141500000000009;1,4989759036144585;0,3337765957446815
4;frozenset({'word'});frozenset({'multiwordnet'});0,835;0,87;0,752;0,9005988023952096;1,0351710372358731;0,025550000000000073;1,3078313253012053;0,2059155383623474
108;frozenset({'activity profiling'});frozenset({'owl'});0,572;0,823;0,515;0,9003496503496504;1,0939849943495146;0,04424400000000006;1,7762105263157912;0,20072588694310886
22;frozenset({'failure management'});frozenset({'multiwordnet'});0,752;0,87;0,677;0,9002659574468086;1,0347884568354122;0,022760000000000002;1,3034666666666679;0,1355601086386811
23;frozenset({'failure management'});frozenset({'word processor documents'});0,752;0,851;0,676;0,8989361702127661;1,056329224691852;0,03604800000000008;1,474315789473686;0,21502195075396113
137;frozenset({'modelcenter'});frozenset({'owl'});0,541;0,823;0,486;0,8983364140480591;1,0915387777011654;0,04075699999999999;1,741036363636363;0,1827061871845217
37;frozenset({'interest profiling'});frozenset({'multiwordnet'});0,704;0,87;0,632;0,8977272727272728;1,0318704284221527;0,019520000000000093;1,2711111111111122;0,10434485118029471
204;frozenset({'semantic information transferring'});frozenset({'material'});0,469;0,818;0,42;0,8955223880597015;1,0947706455497574;0,03635800000000006;1,742000000000001;0,16302573760200906
0;frozenset({'word processor documents'});frozenset({'multiwordnet'});0,851;0,87;0,762;0,8954171562867216;1,0292151221686454;0,021630000000000038;1,2430337078651694;0,19050890450774222
73;frozenset({'tr'});frozenset({'owl'});0,631;0,823;0,565;0,89540412044374;1,0879758450106196;0,04568699999999992;1,692227272727271;0,2191380674868692
104;frozenset({'physical sensing'});frozenset({'word'});0,58;0,835;0,519;0,8948275862068966;1,0716498038405948;0,034700000000000064;1,5688524590163948;0,1591889164143502
46;frozenset({'creation'});frozenset({'owl'});0,694;0,823;0,621;0,8948126801152738;1,0872572054863594;0,04983800000000005;1,6827123287671244;0,26226937366465664
161;frozenset({'knowledge systematisation'});frozenset({'material'});0,521;0,818;0,466;0,8944337811900193;1,0934398303056472;0,039822000000000024;1,7240363636363651;0,17840278835556922
205;frozenset({'semantic information transferring'});frozenset({'owl'});0,469;0,823;0,419;0,8933901918976546;1,0855287872389485;0,033013000000000015;1,66026;0,1483803693665755
72;frozenset({'database'});frozenset({'word'});0,634;0,835;0,566;0,892744479495268;1,069155065263794;0,03660999999999992;1,5383823529411753;0,1767267180289247
177;frozenset({'system design'});frozenset({'owl'});0,502;0,823;0,448;0,8924302788844621;1,0843624287782043;0,03485400000000005;1,6454444444444447;0,15622310671256479
172;frozenset({'product support'});frozenset({'material'});0,507;0,818;0,452;0,8915187376725838;1,0898762074236967;0,03727400000000003;1,6777090909090915;0,1672709975048916
40;frozenset({'interest profiling'});frozenset({'owl'});0,704;0,823;0,627;0,890625;1,082168894289186;0,047608000000000095;1,6182857142857148;0,2565196775723096
117;frozenset({'activity profiling'});frozenset({'material'});0,572;0,818;0,507;0,8863636363636365;1,0835741275839077;0,03910400000000008;1,601600000000002;0,18020608674814317
49;frozenset({'creation'});frozenset({'word processor documents'});0,694;0,851;0,615;0,8861671469740634;1,0413244970318019;0,02440600000000004;1,3089367088607597;0,12968808119453762
78;frozenset({'tr'});frozenset({'material'});0,631;0,818;0,559;0,8858954041204438;1,0830017165286598;0,04284200000000005;1,5950277777777786;0,20769764048266623
141;frozenset({'mdao'});frozenset({'owl'});0,546;0,823;0,483;0,8846153846153845;1,0748668099822412;0,03364199999999995;1,5339999999999985;0,15341888527102066
82;frozenset({'certification'});frozenset({'owl'});0,623;0,823;0,551;0,8844301765650081;1,0746417698238253;0,038271000000000055;1,5315416666666681;0,18423700337462173
2;frozenset({'word processor documents'});frozenset({'word'});0,851;0,835;0,752;0,8836662749706228;1,058282964036674;0,04141500000000009;1,4183333333333334;0,3696183778380701
178;frozenset({'product support'});frozenset({'owl'});0,507;0,823;0,448;0,883629191321499;1,0736685192241786;0,030739000000000016;1,521;0,1391761445957694
129;frozenset({'cloud visualization'});frozenset({'data storage'});0,558;0,741;0,493;0,8835125448028673;1,1923246218662178;0,07952199999999998;2,2234153846153837;0,36493717474507353
206;frozenset({'ontology modeling'});frozenset({'material'});0,472;0,818;0,417;0,8834745762711864;1,080042269280179;0,030904000000000043;1,5618909090909092;0,1403604389215902
144;frozenset({'xml'});frozenset({'material'});0,545;0,818;0,481;0,8825688073394494;1,0789349722976156;0,03519;1,5498437499999989;0,16079139156062236
198;frozenset({'wide body transports'});frozenset({'material'});0,484;0,818;0,427;0,8822314049586777;1,0785224999494838;0,031088000000000005;1,5454035087719302;0,1410961639707351
146;frozenset({'modelcenter'});frozenset({'material'});0,541;0,818;0,477;0,8817005545286506;1,0778735385435827;0,03446199999999999;1,5384687499999998;0,15740169815888153
80;frozenset({'vampzero element'});frozenset({'material'});0,633;0,818;0,557;0,8799368088467615;1,075717370228315;0,039206000000000074;1,5158684210526328;0,19179234806940682
15;frozenset({'owl'});frozenset({'word processor documents'});0,823;0,851;0,723;0,8784933171324423;1,0323070706609192;0,022627000000000064;1,2262700000000002;0,17681349680787098
114;frozenset({'physical sensing'});frozenset({'material'});0,58;0,818;0,509;0,8775862068965518;1,072843773712166;0,03456000000000009;1,4867605633802825;0,16166152119000882
52;frozenset({'creation'});frozenset({'word'});0,694;0,835;0,609;0,8775216138328531;1,0509240884225786;0,029510000000000036;1,3471764705882363;0,1583545295512843
17;frozenset({'owl'});frozenset({'word'});0,823;0,835;0,722;0,8772782503037667;1,0506326350943314;0,03479500000000002;1,34450495049505;0,2722741286758378
43;frozenset({'inference'});frozenset({'owl'});0,71;0,823;0,622;0,8760563380281691;1,064466996389027;0,03767000000000009;1,4280681818181828;0,20883689987803575
1;frozenset({'multiwordnet'});frozenset({'word processor documents'});0,87;0,851;0,762;0,8758620689655172;1,0292151221686454;0,021630000000000038;1,2002777777777778;0,21835251362810454
81;frozenset({'vampzero element'});frozenset({'owl'});0,633;0,823;0,554;0,8751974723538706;1,0634234171978987;0,0330410000000001;1,4182405063291157;0,16250897608672177
45;frozenset({'inference'});frozenset({'word'});0,71;0,835;0,621;0,8746478873239437;1,0474824997891543;0,02815000000000001;1,3162921348314616;0,15631073352212785
170;frozenset({'knowledge systematisation'});frozenset({'owl'});0,521;0,823;0,455;0,8733205374280231;1,0611428158299188;0,026217000000000046;1,3972272727272734;0,12029181674275641
53;frozenset({'creation'});frozenset({'material'});0,694;0,818;0,606;0,8731988472622478;1,067480253376831;0,03830800000000001;1,4353181818181822;0,20658340343838308
135;frozenset({'cloud visualization'});frozenset({'material'});0,558;0,818;0,487;0,8727598566308242;1,0669435900132327;0,030555999999999972;1,4303661971830974;0,14195322735001428
136;frozenset({'cloud visualization'});frozenset({'owl'});0,558;0,823;0,487;0,8727598566308242;1,060461551191767;0,027765999999999957;1,39107042253521;0,12899179573898725
148;frozenset({'mdao'});frozenset({'material'});0,546;0,818;0,476;0,8717948717948717;1,065763901949721;0,029371999999999954;1,4195999999999993;0,13591604042498037
19;frozenset({'material'});frozenset({'word'});0,818;0,835;0,713;0,871638141809291;1,0438780141428634;0,029970000000000052;1,2854285714285723;0,2309541790607713
151;frozenset({'xml'});frozenset({'word processor documents'});0,545;0,851;0,475;0,8715596330275228;1,0241593807608964;0,011204999999999965;1,1600714285714278;0,05184499710815484
8;frozenset({'word processor documents'});frozenset({'data storage'});0,851;0,741;0,74;0,8695652173913043;1,1735023176670774;0,10940899999999998;1,9856666666666665;0,9922818791946306
51;frozenset({'interest profiling'});frozenset({'material'});0,704;0,818;0,612;0,8693181818181819;1,0627361635919095;0,03612800000000005;1,392695652173914;0,1994347288464938
33;frozenset({'data storage'});frozenset({'material'});0,741;0,818;0,644;0,8690958164642375;1,062464323305914;0,03786200000000006;1,3903298969072166;0,22699585121945406
27;frozenset({'failure management'});frozenset({'word'});0,752;0,835;0,653;0,8683510638297872;1,0399413938081286;0,025080000000000102;1,2533333333333334;0,1548683495529325
34;frozenset({'data storage'});frozenset({'owl'});0,741;0,823;0,643;0,8677462887989205;1,054369731225906;0,0331570000000001;1,3383367346938788;0,19909689738616704
83;frozenset({'database'});frozenset({'material'});0,634;0,818;0,549;0,8659305993690852;1,058594864754383;0,03038800000000008;1,3575058823529422;0,1512337384414787
87;frozenset({'isight'});frozenset({'material'});0,623;0,818;0,539;0,8651685393258427;1,0576632510095878;0,029386000000000023;1,3498333333333337;0,1446140066829723
112;frozenset({'analysis'});frozenset({'word processor documents'});0,592;0,851;0,512;0,8648648648648649;1,0162924381490774;0,008207999999999993;1,1026000000000005;0,03929227941176467
16;frozenset({'word'});frozenset({'owl'});0,835;0,823;0,722;0,8646706586826347;1,0506326350943314;0,03479500000000002;1,307920353982301;0,29207588348862595
5;frozenset({'multiwordnet'});frozenset({'word'});0,87;0,835;0,752;0,864367816091954;1,0351710372358731;0,025550000000000073;1,2165254237288137;0,26135433715221024
89;frozenset({'certification'});frozenset({'material'});0,623;0,818;0,538;0,8635634028892456;1,0557009815271952;0,028386000000000022;1,333952941176471;0,13995247157662244
50;frozenset({'inference'});frozenset({'material'});0,71;0,818;0,613;0,8633802816901409;1,0554771169806125;0,032220000000000026;1,3321649484536093;0,18124542948754022
157;frozenset({'xml'});frozenset({'owl'});0,545;0,823;0,469;0,8605504587155962;1,0456263167868727;0,020464999999999955;1,2692763157894729;0,09590196583799976
21;frozenset({'material'});frozenset({'owl'});0,818;0,823;0,703;0,8594132029339854;1,0442444750109179;0,02978600000000009;1,2590086956521747;0,2328013380644966
93;frozenset({'isight'});frozenset({'owl'});0,623;0,823;0,535;0,8587479935794543;1,0434362011901024;0,02227100000000004;1,2530795454545463;0,11041919730285847
7;frozenset({'multiwordnet'});frozenset({'owl'});0,87;0,823;0,747;0,8586206896551725;1,0432815184145474;0,030990000000000073;1,2519512195121958;0,31912264442384997
31;frozenset({'failure management'});frozenset({'owl'});0,752;0,823;0,645;0,8577127659574468;1,0421783304464725;0,026104000000000016;1,2439626168224305;0,16319079769942496
86;frozenset({'bom'});frozenset({'word'});0,631;0,835;0,54;0,855784469096672;1,0248915797564935;0,013115000000000099;1,1441208791208801;0,06581852855565641
88;frozenset({'bom'});frozenset({'failure management'});0,631;0,752;0,539;0,8541996830427893;1,1359038338334964;0,06448800000000005;1,700956521739131;0,3242378991507913
20;frozenset({'owl'});frozenset({'material'});0,823;0,818;0,703;0,8541919805589308;1,0442444750109179;0,02978600000000009;1,2482166666666672;0,2393776470493694
18;frozenset({'word'});frozenset({'material'});0,835;0,818;0,713;0,8538922155688623;1,0438780141428634;0,029970000000000052;1,2456557377049187;0,2547494581155174
122;frozenset({'analysis'});frozenset({'owl'});0,592;0,823;0,505;0,8530405405405406;1,0365012643262947;0,017784000000000078;1,2044137931034489;0,08631333721607491
35;frozenset({'failure management'});frozenset({'material'});0,752;0,818;0,64;0,851063829787234;1,0404203298132446;0,024863999999999997;1,2220000000000004;0,1566532258064516
11;frozenset({'multiwordnet'});frozenset({'material'});0,87;0,818;0,74;0,8505747126436781;1,039822387094961;0,028340000000000032;1,218;0,2945945945945949
14;frozenset({'word processor documents'});frozenset({'owl'});0,851;0,823;0,723;0,8495887191539365;1,0323070706609192;0,022627000000000064;1,1767734375;0,21004019419458503
91;frozenset({'bom'});frozenset({'owl'});0,631;0,823;0,536;0,8494453248811411;1,0321328370366236;0,016687000000000007;1,1756526315789482;0,08436981757877283
39;frozenset({'failure management'});frozenset({'vampzero element'});0,752;0,633;0,632;0,8404255319148937;1,327686464320527;0,155984;2,2998666666666674;0,9952021233156391
163;frozenset({'cloud visualization'});frozenset({'failure management'});0,558;0,752;0,465;0,8333333333333333;1,1081560283687941;0,04538399999999998;1,4879999999999993;0,22081447963800896
98;frozenset({'tr'});frozenset({'data storage'});0,631;0,741;0,525;0,8320126782884311;1,1228241272448463;0,05742900000000001;1,5417830188679247;0,29644599303135893
130;frozenset({'analysis'});frozenset({'material'});0,592;0,818;0,491;0,8293918918918919;1,0139265182052468;0,006744000000000028;1,066772277227723;0,03366478974481864
131;frozenset({'analysis'});frozenset({'word'});0,592;0,835;0,491;0,8293918918918919;0,9932837028645413;-0,0033199999999999896;0,9671287128712873;-0,016302639849151427
99;frozenset({'vampzero element'});frozenset({'interest profiling'});0,633;0,704;0,525;0,8293838862559242;1,1781021111589833;0,07936800000000005;1,7348888888888894;0,41192681977423146
166;frozenset({'cloud visualization'});frozenset({'interest profiling'});0,558;0,704;0,462;0,8279569892473118;1,1760752688172043;0,06916800000000001;1,7204999999999995;0,3387201034259858
109;frozenset({'isight'});frozenset({'data storage'});0,623;0,741;0,515;0,8266452648475121;1,115580654315131;0,05335700000000004;1,494046296296297;0,27481651258015527
100;frozenset({'database'});frozenset({'failure management'});0,634;0,752;0,522;0,8233438485804416;1,0948721390697362;0,045231999999999994;1,4038571428571427;0,23675229780373927
101;frozenset({'database'});frozenset({'data storage'});0,634;0,741;0,522;0,8233438485804416;1,1111253017279914;0,05220600000000003;1,466125;0,27325544877834324
111;frozenset({'isight'});frozenset({'failure management'});0,623;0,752;0,512;0,8218298555377207;1,0928588504490966;0,04350399999999999;1,391927927927928;0,22538129973474794
179;frozenset({'modelcenter'});frozenset({'failure management'});0,541;0,752;0,444;0,8207024029574861;1,0913595784009122;0,03716799999999998;1,3831752577319585;0,18237845688826074
107;frozenset({'tr'});frozenset({'failure management'});0,631;0,752;0,517;0,8193343898573693;1,0895404120443741;0,042488000000000026;1,3727017543859652;0,22271495442227163
168;frozenset({'cloud visualization'});frozenset({'inference'});0,558;0,71;0,457;0,8189964157706092;1,153516078550154;0,060819999999999985;1,6021782178217816;0,3010980524173985
182;frozenset({'modelcenter'});frozenset({'inference'});0,541;0,71;0,443;0,8188539741219962;1,153315456509854;0,05889;1,6009183673469383;0,2896177282049012
184;frozenset({'modelcenter'});frozenset({'data storage'});0,541;0,741;0,441;0,8151571164510166;1,1000770802307918;0,04011899999999996;1,40119;0,19819779763757336
181;frozenset({'xml'});frozenset({'data storage'});0,545;0,741;0,444;0,8146788990825687;1,099431712662036;0,040154999999999996;1,3975742574257422;0,19876744876744878
113;frozenset({'tr'});frozenset({'interest profiling'});0,631;0,704;0,509;0,8066561014263075;1,1458183258896415;0,06477600000000006;1,5309508196721318;0,3448815627645474
187;frozenset({'xml'});frozenset({'failure management'});0,545;0,752;0,439;0,8055045871559633;1,071149716962717;0,029159999999999964;1,2750943396226415;0,1459861323187062
118;frozenset({'bom'});frozenset({'data storage'});0,631;0,741;0,507;0,803486529318542;1,084327300025023;0,03942899999999999;1,3179758064516132;0,21075672295184486
25;frozenset({'word'});frozenset({'data storage'});0,835;0,741;0,669;0,8011976047904192;1,0812383330504982;0,050265000000000115;1,3028012048192776;0,45536078271504377
119;frozenset({'vampzero element'});frozenset({'product support'});0,633;0,507;0,507;0,8009478672985783;1,5797788309636651;0,18606899999999998;2,4767380952380957;0,9999999999999999
